season,week,celebrity_name,celebrity_industry,results,total_judge_score,num_judges,judge_rank,judge_percent,eliminated_week_num,is_eliminated,f_placement,rule_type,predicted_fan_vote,certainty_metric,week_certainty
3,1,Emmitt Smith,Athlete,1st Place,24.0,3,2.0,0.1132075471698113,11,False,1,Percentage,12.028301859970366,7.743913715469376,0.66089
3,1,Harry Hamlin,Actor/Actress,Eliminated Week 3,17.0,3,8.0,0.080188679245283,3,False,3,Percentage,8.726415067517536,7.046324968108478,0.66089
3,1,Jerry Springer,TV Personality,Eliminated Week 7,16.0,3,9.0,0.0754716981132075,7,False,7,Percentage,8.25471701391463,7.105606053893802,0.66089
3,1,Joey Lawrence,Actor/Actress,3rd Place,21.0,3,5.0,0.0990566037735849,11,False,3,Percentage,10.61320757995237,7.240251950130901,0.66089
3,1,Mario Lopez,Actor/Actress,2nd Place,26.0,3,1.0,0.1226415094339622,11,False,2,Percentage,12.971698086385452,8.051898944277093,0.66089
3,1,Monique Coleman,Actor/Actress,Eliminated Week 8,19.0,3,6.0,0.0896226415094339,8,False,8,Percentage,9.669811293932629,7.136137813124585,0.66089
3,1,Shanna Moakler,Model,Eliminated Week 2,18.0,3,7.0,0.0849056603773584,2,False,2,Percentage,9.19811324032972,7.05981788982354,0.66089
3,1,Tucker Carlson,TV Personality,Eliminated Week 1,12.0,3,11.0,0.0566037735849056,1,True,1,Percentage,6.367924561084441,4.068944569422905,0.66089
3,1,Vivica A. Fox,Actor/Actress,Eliminated Week 4,22.0,3,3.0,0.1037735849056603,4,False,4,Percentage,11.084905633555264,7.400025508784075,0.66089
3,1,Willa Ford,Singer/Rapper,Eliminated Week 5,22.0,3,3.0,0.1037735849056603,5,False,5,Percentage,11.084905663357588,7.4407169623523135,0.66089
3,2,Emmitt Smith,Athlete,1st Place,24.0,3,3.0,0.1043478260869565,11,False,1,Percentage,11.449275402055273,7.682831507340804,0.8705700000000001
3,2,Harry Hamlin,Actor/Actress,Eliminated Week 3,21.0,3,7.0,0.0913043478260869,3,False,3,Percentage,10.14492757596831,7.362521230024432,0.8705700000000001
3,2,Jerry Springer,TV Personality,Eliminated Week 7,19.0,3,10.0,0.0826086956521739,7,False,7,Percentage,10.579710125059307,7.335594797348346,0.8705700000000001
3,2,Joey Lawrence,Actor/Actress,3rd Place,29.0,3,1.0,0.1260869565217391,11,False,3,Percentage,13.623188445533527,8.335726558399182,0.8705700000000001
3,2,Mario Lopez,Actor/Actress,2nd Place,21.0,3,7.0,0.0913043478260869,11,False,2,Percentage,10.144927516363666,7.34842511668919,0.8705700000000001
3,2,Monique Coleman,Actor/Actress,Eliminated Week 8,26.0,3,2.0,0.1130434782608695,8,False,8,Percentage,12.318840559841927,7.815470326164004,0.8705700000000001
3,2,Shanna Moakler,Model,Eliminated Week 2,22.0,3,6.0,0.0956521739130434,2,True,2,Percentage,9.275362298972372,7.829192792565219,0.8705700000000001
3,2,Vivica A. Fox,Actor/Actress,Eliminated Week 4,24.0,3,3.0,0.1043478260869565,4,False,4,Percentage,11.449275342450628,7.4952262774196265,0.8705700000000001
3,2,Willa Ford,Singer/Rapper,Eliminated Week 5,23.0,3,5.0,0.1,5,False,5,Percentage,11.014492733754976,7.38578198521439,0.8705700000000001
3,3,Emmitt Smith,Athlete,1st Place,19.0,3,9.0,0.0917874396135265,11,False,1,Percentage,12.137681219024936,8.02932858052011,0.8674
3,3,Harry Hamlin,Actor/Actress,Eliminated Week 3,22.0,3,4.0,0.1062801932367149,3,True,3,Percentage,10.688405856706083,8.958559395459195,0.8674
3,3,Jerry Springer,TV Personality,Eliminated Week 7,21.0,3,8.0,0.1014492753623188,7,False,7,Percentage,11.654589431585322,8.147093228515734,0.8674
3,3,Joey Lawrence,Actor/Actress,3rd Place,22.0,3,4.0,0.1062801932367149,11,False,3,Percentage,12.137681219024934,8.153804318967206,0.8674
3,3,Mario Lopez,Actor/Actress,2nd Place,22.0,3,4.0,0.1062801932367149,11,False,2,Percentage,12.137681099815646,8.25766064289239,0.8674
3,3,Monique Coleman,Actor/Actress,Eliminated Week 8,27.0,3,1.0,0.1304347826086956,8,False,8,Percentage,14.553140037013714,8.893392730692305,0.8674
3,3,Vivica A. Fox,Actor/Actress,Eliminated Week 4,27.0,3,1.0,0.1304347826086956,4,False,4,Percentage,14.553140037013712,9.045042866516614,0.8674
3,3,Willa Ford,Singer/Rapper,Eliminated Week 5,22.0,3,4.0,0.1062801932367149,5,False,5,Percentage,12.137681099815646,8.11088546529242,0.8674
